"id","專案區位","專案代碼","專案名稱","系統樹木","專案樹木","樹種編號","樹種名稱","X坐標","Y坐標","狀況","註記","樹木備註","樹高（公尺）","胸徑（公分）","調查備註","調查時間","碳儲存量","推估年碳吸存量"
"1413","布袋港","36","布袋港植栽第2區（B1）","1440","18","0392","中東海棗","120.14706104","23.379215544","正常","無","無","5.87","31.9",,"2024-05-07 00:00:00","335.96","13.13"
"1414","布袋港","36","布袋港植栽第2區（B1）","1439","17","0392","中東海棗","120.14705702","23.379258629","正常","無","無","4.2","28.8",,"2024-05-07 00:00:00","195.93","8.38"
"1415","布袋港","36","布袋港植栽第2區（B1）","1438","16","0392","中東海棗","120.14705769","23.379331258","正常","無","無","5.19","32.4",,"2024-05-07 00:00:00","306.42","11.82"
"1416","布袋港","36","布袋港植栽第2區（B1）","1437","15","0392","中東海棗","120.14705903","23.379383575","正常","無","無","5.21","35.8",,"2024-05-07 00:00:00","375.55","13.25"
"1417","布袋港","36","布袋港植栽第2區（B1）","1436","14","0392","中東海棗","120.14706574","23.379431584","正常","無","無","3.95","27.2",,"2024-05-07 00:00:00","164.36","7.4"
"1418","布袋港","36","布袋港植栽第2區（B1）","1435","13","0392","中東海棗","120.14705702","23.379497443","正常","無","無","5.85","36.5",,"2024-05-07 00:00:00","438.33","15.21"
"1419","布袋港","36","布袋港植栽第2區（B1）","1434","12","0392","中東海棗","120.1470597","23.37953191","正常","無","無","5.2","35.2",,"2024-05-07 00:00:00","362.37","12.98"
"1420","布袋港","36","布袋港植栽第2區（B1）","1449","27","0268","榕樹","120.14673113","23.37929679","正常","無","無","4.85","42",,"2024-05-07 00:00:00","357.95","10.97"
"1421","布袋港","36","布袋港植栽第2區（B1）","1445","23","0392","中東海棗","120.14667212","23.379040743","正常","無","無","4.95","36.1",,"2024-05-07 00:00:00","362.81","12.71"
"1422","布袋港","36","布袋港植栽第2區（B1）","1444","22","0392","中東海棗","120.14656484","23.379025971","正常","無","無","0","34.5",,"2024-05-07 00:00:00","0","0"
"1423","布袋港","36","布袋港植栽第2區（B1）","1444","22","0392","中東海棗","120.14656484","23.379025971","正常","無","無","4.98","34.5",,"2024-05-07 00:00:00","333.37","12.16"
"1424","布袋港","36","布袋港植栽第2區（B1）","1448","26","0054","木賊葉木麻黃","120.14655679","23.379061054","正常","無","無","4.96","25.4",,"2024-05-07 00:00:00","224.82","10.75"
"1425","布袋港","36","布袋港植栽第2區（B1）","1442","20","0392","中東海棗","120.14707043","23.379130605","正常","無","無","5.14","38",,"2024-05-07 00:00:00","417.44","13.98"
"1426","布袋港","36","布袋港植栽第2區（B1）","1462","40","0054","木賊葉木麻黃","120.14675393","23.379093676","正常","無",,"8.95","22",,"2024-05-07 00:00:00","304.33","16.54"
"1427","布袋港","36","布袋港植栽第2區（B1）","1446","24","0392","中東海棗","120.14676868","23.379041974","正常","無","無","7.5","32.7",,"2024-05-07 00:00:00","451.05","17.24"
"1428","布袋港","36","布袋港植栽第2區（B1）","1447","25","0392","中東海棗","120.14685451","23.379043205","正常","無","無","5.29","42.6",,"2024-05-07 00:00:00","539.93","16.34"
"1429","布袋港","36","布袋港植栽第2區（B1）","1443","21","0392","中東海棗","120.14707311","23.379094907","正常","無","無","4.3","21.2",,"2024-05-07 00:00:00","108.69","6.11"
"1430","布袋港","36","布袋港植栽第2區（B1）","1442","20","0392","中東海棗","120.14707043","23.379130605","正常","無","無","5.14","38.8","向上測量10cm","2024-05-07 00:00:00","435.2","14.31"
"1431","布袋港","36","布袋港植栽第2區（B1）","1450","28","0054","木賊葉木麻黃","120.14711067","23.379109678","正常","無","無","4.3","18.9",,"2024-05-07 00:00:00","107.91","6.71"
"1432","布袋港","36","布袋港植栽第2區（B1）","1432","10","0392","中東海棗","120.14728702","23.379128143","正常","無",,"4.38","39.5",,"2024-05-07 00:00:00","384.35","12.44"
"1433","布袋港","36","布袋港植栽第2區（B1）","1433","11","0392","中東海棗","120.14728769","23.379067825","正常","無",,"4.35","31.1",,"2024-05-07 00:00:00","236.63","9.46"
"1434","布袋港","36","布袋港植栽第2區（B1）","1463","41","0054","木賊葉木麻黃","120.14724947","23.379092445","正常","無","無","4.56","18.9",,"2024-05-07 00:00:00","114.44","7.12"
"1435","布袋港","36","布袋港植栽第2區（B1）","1461","39","0392","中東海棗","120.14732927","23.3789755","正常","無","無","5.09","44.9",,"2024-05-07 00:00:00","577.13","16.67"
"1436","布袋港","36","布袋港植栽第2區（B1）","1460","38","0392","中東海棗","120.14742046","23.378941032","正常","無","無","5.1","28.8",,"2024-05-07 00:00:00","237.91","10.18"
"1437","布袋港","36","布袋港植栽第2區（B1）","1459","37","0392","中東海棗","120.1475197","23.378909026","正常","無","無","5","42.8",,"2024-05-07 00:00:00","515.14","15.52"
"1438","布袋港","36","布袋港植栽第2區（B1）","1458","36","0392","中東海棗","120.1476109","23.37889056","正常","無","無","5.03","43.3",,"2024-05-07 00:00:00","530.4","15.83"
"1439","布袋港","36","布袋港植栽第2區（B1）","1457","35","0392","中東海棗","120.14768332","23.37889056","正常","無","無","5.1","28",,"2024-05-07 00:00:00","224.88","9.87"
"1440","布袋港","36","布袋港植栽第2區（B1）","1456","34","0392","中東海棗","120.1477383","23.378947187","正常","無","無","4.98","39.9",,"2024-05-07 00:00:00","445.9","14.3"
"1441","布袋港","36","布袋港植栽第2區（B1）","1455","33","0392","中東海棗","120.14782413","23.379207543","正常","無","無","4.85","32",,"2024-05-07 00:00:00","279.32","10.89"
"1442","布袋港","36","布袋港植栽第2區（B1）","1454","32","0392","中東海棗","120.14786973","23.37934603","正常","無",,"6.09","26","有蟻窩 向上測量","2024-05-07 00:00:00","231.54","10.85"
"1443","布袋港","36","布袋港植栽第2區（B1）","1453","31","0392","中東海棗","120.14789789","23.379408811","正常","無","無","3.8","30.7",,"2024-05-07 00:00:00","201.43","8.14"
"1444","布袋港","36","布袋港植栽第2區（B1）","1452","30","0392","中東海棗","120.14791935","23.379464206","正常","無","無","4.94","35.7",,"2024-05-07 00:00:00","354.1","12.53"
"1445","布袋港","36","布袋港植栽第2區（B1）","1451","29","0392","中東海棗","120.14794349","23.379528217","正常","無","無","4.93","34",,"2024-05-07 00:00:00","320.53","11.84"
"1446","蘇澳港","48","蘇澳港植栽第1區","1464","1","0299","蒲葵","121.85712218","24.59603266","正常","無","無","3.5","28.1",,"2024-05-09 00:00:00","155.43","6.8"
"1447","蘇澳港","48","蘇澳港植栽第1區","1465","2","0299","蒲葵","121.85718856","24.595971079","正常","無","無","3.5","22.9","無","2024-05-08 16:00:00","103.23","5.41"
"1448","蘇澳港","48","蘇澳港植栽第1區","1467","4","0299","蒲葵","121.85716845","24.59598998","正常","無","無","3.5","22.9",,"2024-05-09 00:00:00","103.23","5.41"
"1449","蘇澳港","48","蘇澳港植栽第1區","1466","3","0299","蒲葵","121.85718856","24.595971079","正常","無","無","3.5","29.9",,"2024-05-09 00:00:00","175.98","7.29"
"1450","蘇澳港","48","蘇澳港植栽第1區","1468","5","0161","茄苳","121.85705311","24.596083266","正常","無","無","8.99","69.9",,"2024-05-09 00:00:00","2563.68","50.13"
"1451","蘇澳港","48","蘇澳港植栽第1區","1469","6","0299","蒲葵","121.85692906","24.596183868","正常","無","無","3.5","22.5",,"2024-05-09 00:00:00","99.65","5.31"
"1452","蘇澳港","48","蘇澳港植栽第1區","1470","7","0299","蒲葵","121.85686737","24.596228986","正常","無","無","3.5","23.3",,"2024-05-09 00:00:00","106.87","5.52"
"1453","蘇澳港","48","蘇澳港植栽第1區","1471","8","0299","蒲葵","121.85682378","24.596255813","正常","無","無","3.5","30.8",,"2024-05-09 00:00:00","186.74","7.53"
"1454","蘇澳港","48","蘇澳港植栽第1區","1472","9","0268","榕樹","121.85679495","24.596288738","正常","無","無","3.82","65",,"2024-05-09 00:00:00","675.26","14.07"
"1455","蘇澳港","48","蘇澳港植栽第1區","1473","10","0161","茄苳","121.85675941","24.596308248","正常","無","無","4.83","39.1",,"2024-05-09 00:00:00","430.97","14.07"
"1456","蘇澳港","48","蘇澳港植栽第1區","1474","11","0381","大葉羅漢松/羅漢松","121.85773171","24.596035099","正常","無","無","3.3","15.6",,"2024-05-09 00:00:00","43.06","3.18"
"1457","蘇澳港","48","蘇澳港植栽第1區","1475","12","0381","大葉羅漢松/羅漢松","121.85775317","24.596020466","正常","無","無","3.3","23.2",,"2024-05-09 00:00:00","95.24","4.94"
"1458","蘇澳港","48","蘇澳港植栽第1區","1476","13","0161","茄苳","121.85768879","24.596071681","正常","無","無","7.46","36.9",,"2024-05-09 00:00:00","592.85","20.37"
"1459","蘇澳港","48","蘇澳港植栽第1區","1477","14","0268","榕樹","121.85770958","24.596100947","正常","無","無","5.7","43.1",,"2024-05-09 00:00:00","443.01","13.27"
"1460","蘇澳港","48","蘇澳港植栽第1區","1478","15","0268","榕樹","121.85778468","24.596154602","正常","無","無","5.3","39.2",,"2024-05-09 00:00:00","340.74","11.1"
"1461","蘇澳港","48","蘇澳港植栽第1區","1479","16","0268","榕樹","121.85784503","24.596202769","正常","無","無","5.3","41.6",,"2024-05-09 00:00:00","383.75","11.85"
"1462","蘇澳港","48","蘇澳港植栽第1區","1480","17","0268","榕樹","121.85790538","24.596282641","正常","無","無","5.48","75.2",,"2024-05-09 00:00:00","1296.57","23.77"
"1463","蘇澳港","48","蘇澳港植栽第1區","1481","18","0373","欖仁","121.85789734","24.596655782","正常","無","無","4.94","22.8",,"2024-05-09 00:00:00","134.16","7.06"
"1464","蘇澳港","48","蘇澳港植栽第1區","1482","19","0373","欖仁","121.85786716","24.596626516","正常","無","無","3.93","31.3",,"2024-05-09 00:00:00","201.15","7.99"
"1465","蘇澳港","48","蘇澳港植栽第1區","1482","19","0373","欖仁","121.85786716","24.596626516","正常","無","無","4.93","31.3",,"2024-05-09 00:00:00","252.33","10.03"
"1466","蘇澳港","48","蘇澳港植栽第1區","1483","20","0373","欖仁","121.85783565","24.596600908","正常","無","無","4.08","19.6",,"2024-05-09 00:00:00","81.88","4.94"
"1467","蘇澳港","48","蘇澳港植栽第1區","1484","21","0299","蒲葵","121.85783632","24.596565545","正常","無","無","3.37","27.9",,"2024-05-09 00:00:00","147.54","6.49"
"1468","蘇澳港","48","蘇澳港植栽第1區","1485","22","0299","蒲葵","121.85768678","24.596411899","正常","無","無","3.37","26.7",,"2024-05-09 00:00:00","135.12","6.18"
"1469","蘇澳港","48","蘇澳港植栽第1區","1486","23","0373","欖仁","121.85759827","24.596338734","正常","無","無","5.84","26.4",,"2024-05-09 00:00:00","212.64","9.83"
"1470","蘇澳港","48","蘇澳港植栽第1區","1487","24","0011","大王椰子","121.85761101","24.596296664","正常","無","無","7.38","23.4",,"2024-05-09 00:00:00","227.27","11.7"
"1471","蘇澳港","48","蘇澳港植栽第1區","1488","25","0161","茄苳","121.85745209","24.596281421","正常","無","無","6.82","45.9",,"2024-05-09 00:00:00","838.61","23.76"
"1472","蘇澳港","48","蘇澳港植栽第1區","1489","26","0161","茄苳","121.85751646","24.596344831","正常","無","無","4.14","28.2",,"2024-05-09 00:00:00","192.15","8.38"
"1473","蘇澳港","48","蘇澳港植栽第1區","1490","27","0161","茄苳","121.85721337","24.596455798","正常","無","無","6.64","66.8",,"2024-05-09 00:00:00","1729.3","35.19"
"1474","蘇澳港","48","蘇澳港植栽第1區","1491","28","0296","櫸","121.85711681","24.596549693","正常","無","無","4.6","20.2",,"2024-05-09 00:00:00","146.91","8.62"
"1475","蘇澳港","48","蘇澳港植栽第1區","1492","29","0299","蒲葵","121.85713827","24.596453359","正常","無","無","3.8","26.3",,"2024-05-09 00:00:00","147.83","6.85"
"1476","蘇澳港","48","蘇澳港植栽第1區","1493","30","0299","蒲葵","121.85707658","24.596503355","正常","無","無","3.8","25.4",,"2024-05-09 00:00:00","137.88","6.6"
"1477","蘇澳港","48","蘇澳港植栽第1區","1494","31","0299","蒲葵","121.85689955","24.596642368","正常","無","無","3.8","28",,"2024-05-09 00:00:00","167.56","7.35"
"1478","蘇澳港","48","蘇澳港植栽第1區","1495","32","0299","蒲葵","121.85682713","24.596696022","正常","無","無","3.8","26.2",,"2024-05-09 00:00:00","146.71","6.82"
"1479","蘇澳港","48","蘇澳港植栽第1區","1496","33","0299","蒲葵","121.85678154","24.596736263","正常","無","無","3.8","28.6",,"2024-05-09 00:00:00","174.82","7.52"
"1480","蘇澳港","48","蘇澳港植栽第1區","1497","34","0161","茄苳","121.85680836","24.596780771","正常","無","無","5.09","58.4",,"2024-05-09 00:00:00","1013.2","23.21"
"1481","蘇澳港","48","蘇澳港植栽第1區","1498","35","0146","流蘇","121.85685463","24.596760651","正常","無","無","4.8","11.9",,"2024-05-09 00:00:00","48.77","4.58"
"1482","蘇澳港","48","蘇澳港植栽第1區","1499","36","0296","櫸","121.85690894","24.596724069","正常","無","無","6","18.4",,"2024-05-09 00:00:00","159","10.13"
"1483","安平港","51","安平港植栽第2區","1540","1","0054","木賊葉木麻黃","120.17706155","22.978167134","正常","無",,"7.96","17.3",,"2024-05-21 00:00:00","167.37","11.27"
"1484","安平港","51","安平港植栽第2區","1541","2","0054","木賊葉木麻黃","120.17705015","22.978145527","正常","無",,"3.26","16.1",,"2024-05-21 00:00:00","59.37","4.26"
"1485","安平港","51","安平港植栽第2區","1542","3","0054","木賊葉木麻黃","120.17703875","22.978110338","正常","無","無","2.2","17","斷頭","2024-05-21 00:00:00","44.67","3.05"
"1486","安平港","51","安平港植栽第2區","1543","4","0054","木賊葉木麻黃","120.17704378","22.978098609","正常","無","無","7.73","18.3",,"2024-05-21 00:00:00","181.87","11.64"
"1487","安平港","51","安平港植栽第2區","1544","5","0054","木賊葉木麻黃","120.17704613","22.978091818","正常","無","無","6.13","20.2",,"2024-05-21 00:00:00","175.73","10.3"
"1488","安平港","51","安平港植栽第2區","1545","6","0054","木賊葉木麻黃","120.17704747","22.978082558","正常","無","無","3.5","9.3","瀕死","2024-05-21 00:00:00","21.27","2.49"
"1489","安平港","51","安平港植栽第2區","1546","7","0054","木賊葉木麻黃","120.17704546","22.978083175","正常","無","無","3.74","8.8",,"2024-05-21 00:00:00","20.35","2.51"
"1490","安平港","51","安平港植栽第2區","1547","8","0054","木賊葉木麻黃","120.17704345","22.978079471","正常","無","無","6.44","15",,"2024-05-21 00:00:00","101.8","7.78"
"1491","安平港","51","安平港植栽第2區","1548","9","0054","木賊葉木麻黃","120.17704211","22.978077619","正常","無","無","6.77","19.8",,"2024-05-21 00:00:00","186.46","11.13"
"1492","安平港","51","安平港植栽第2區","1549","10","0054","木賊葉木麻黃","120.17703607","22.97807515","正常","無","無","6.49","15.2",,"2024-05-21 00:00:00","105.34","7.96"
"1493","安平港","51","安平港植栽第2區","1550","11","0054","木賊葉木麻黃","120.17703406","22.978073298","正常","無","無","4.05","11.5",,"2024-05-21 00:00:00","37.63","3.65"
"1494","安平港","51","安平港植栽第2區","1551","12","0054","木賊葉木麻黃","120.17703272","22.978071446","正常","無","無","7.93","12.6",,"2024-05-21 00:00:00","88.45","7.9"
"1495","安平港","51","安平港植栽第2區","1552","13","0054","木賊葉木麻黃","120.17703473","22.97806342","正常","無","無","4.67","13.3",,"2024-05-21 00:00:00","58.04","4.94"
"1496","安平港","51","安平港植栽第2區","1553","14","0054","木賊葉木麻黃","120.17703339","22.978059099","正常","無","無","5.27","13.4",,"2024-05-21 00:00:00","66.48","5.62"
"1497","安平港","51","安平港植栽第2區","1554","15","0054","木賊葉木麻黃","120.17703272","22.978055703","正常","無","無","3.71","5.3","瀕死","2024-05-21 00:00:00","7.32","1.43"
"1498","安平港","51","安平港植栽第2區","1555","16","0054","木賊葉木麻黃","120.17703071","22.978051073","正常","無","無","4.38","9.9","瀕死","2024-05-21 00:00:00","30.16","3.34"
"1499","安平港","51","安平港植栽第2區","1556","17","0054","木賊葉木麻黃","120.17703037","22.978049993","正常","無","無","4.51","9",,"2024-05-21 00:00:00","25.66","3.11"
"1500","安平港","51","安平港植栽第2區","1557","18","0054","木賊葉木麻黃","120.17702937","22.978045517","正常","無","無","8.46","18.5",,"2024-05-21 00:00:00","203.42","12.9"
"1501","安平港","51","安平港植栽第2區","1558","19","0054","木賊葉木麻黃","120.17702903","22.978044591","正常","無","無","4.69","14",,"2024-05-21 00:00:00","64.58","5.25"
"1502","安平港","51","安平港植栽第2區","1559","20","0054","木賊葉木麻黃","120.17702903","22.978044128","正常","無","無","6.34","14",,"2024-05-21 00:00:00","87.3","7.1"
"1503","安平港","51","安平港植栽第2區","1560","21","0054","木賊葉木麻黃","120.17702895","22.978043665","正常","無","無","5.41","15.2",,"2024-05-21 00:00:00","87.81","6.64"
"1504","安平港","51","安平港植栽第2區","1561","22","0054","木賊葉木麻黃","120.17702836","22.978043279","正常","無","無","7.54","21.1",,"2024-05-21 00:00:00","235.84","13.3"
"1505","安平港","51","安平港植栽第2區","1562","23","0054","木賊葉木麻黃","120.17702819","22.978043356","正常","無","無","3.11","5.8","瀕死","2024-05-21 00:00:00","7.35","1.32"
"1506","安平港","51","安平港植栽第2區","1563","24","0054","木賊葉木麻黃","120.17702735","22.978039652","正常","無","無","8.75","17.3",,"2024-05-21 00:00:00","183.98","12.39"
"1507","安平港","51","安平港植栽第2區","1564","25","0054","木賊葉木麻黃","120.17702467","22.978036257","正常","無","無","4.89","14.5","斷頭","2024-05-21 00:00:00","72.23","5.69"
"1508","安平港","51","安平港植栽第2區","1565","26","0054","木賊葉木麻黃","120.17702383","22.978034868","正常","無","無","7.91","15.5",,"2024-05-21 00:00:00","133.51","9.91"
"1509","安平港","51","安平港植栽第2區","1566","27","0054","木賊葉木麻黃","120.17702291","22.978033942","正常","無","無","5.75","10",,"2024-05-21 00:00:00","40.4","4.44"
"1510","安平港","51","安平港植栽第2區","1567","28","0054","木賊葉木麻黃","120.17702224","22.978033247","正常","無","無","7.43","22.5",,"2024-05-21 00:00:00","264.26","14.08"
"1511","安平港","51","安平港植栽第2區","1568","29","0054","木賊葉木麻黃","120.17702182","22.978032321","正常","無","無","7.68","14.5",,"2024-05-21 00:00:00","113.44","8.94"
"1512","安平港","51","安平港植栽第2區","1569","30","0054","木賊葉木麻黃","120.17702165","22.978031009","正常","無","無","8.64","16.1",,"2024-05-21 00:00:00","157.34","11.29"
"1513","花蓮港","52","花蓮港植栽第1區","1570","1","0346","瓊崖海棠","121.62062779","23.981225133","正常","無","無","6.37","35.4",,"2024-05-23 00:00:00","513.4","18.3"
"1514","花蓮港","52","花蓮港植栽第1區","1571","2","0346","瓊崖海棠","121.62063252","23.981226665","正常","無",,"12","46.7",,"2024-05-23 00:00:00","1683.16","46.97"
"1515","花蓮港","52","花蓮港植栽第1區","1572","3","0346","瓊崖海棠","121.62063755","23.981232332","正常","無","無","11.5","48.3",,"2024-05-23 00:00:00","1725.45","46.74"
"1516","花蓮港","52","花蓮港植栽第1區","1574","5","0346","瓊崖海棠","121.62065796","23.981248415","正常","無",,"11.5","42.1",,"2024-05-23 00:00:00","1310.91","40.09"
"1517","花蓮港","52","花蓮港植栽第1區","1575","6","0346","瓊崖海棠","121.62067741","23.981254541","正常","無","無","10.5","32.5",,"2024-05-23 00:00:00","713.29","27.42"
"1518","花蓮港","52","花蓮港植栽第1區","1576","7","0346","瓊崖海棠","121.62069082","23.981264957","正常","無","無","11.5","43",,"2024-05-23 00:00:00","1367.56","41.04"
"1519","花蓮港","52","花蓮港植栽第1區","1577","8","0346","瓊崖海棠","121.62070356","23.981275372","正常","無","無","12.5","42.3",,"2024-05-23 00:00:00","1438.47","43.81"
"1520","花蓮港","52","花蓮港植栽第1區","1578","9","0346","瓊崖海棠","121.62071026","23.981281192","正常","無","無","10.5","36.5",,"2024-05-23 00:00:00","899.67","31.22"
"1521","花蓮港","52","花蓮港植栽第1區","1579","10","0346","瓊崖海棠","121.62071496","23.981285634","正常","無","無","12","54.9",,"2024-05-23 00:00:00","2326.14","56.27"
"1522","花蓮港","52","花蓮港植栽第1區","1580","11","0346","瓊崖海棠","121.62072703","23.98129559","正常","無","無","12","32",,"2024-05-23 00:00:00","790.3","30.8"
"1523","花蓮港","52","花蓮港植栽第1區","1581","12","0346","瓊崖海棠","121.6207505","23.981310907","正常","無",,"11.5","31.2",,"2024-05-23 00:00:00","719.97","28.7"
"1524","花蓮港","52","花蓮港植栽第1區","1582","13","0346","瓊崖海棠","121.62077195","23.981327449","正常","無","無","12.5","32.8",,"2024-05-23 00:00:00","864.9","32.99"
"1525","花蓮港","52","花蓮港植栽第1區","1583","14","0346","瓊崖海棠","121.62078738","23.981336026","正常","無","無","12.5","37.6",,"2024-05-23 00:00:00","1136.57","38.41"
"1526","花蓮港","52","花蓮港植栽第1區","1584","15","0346","瓊崖海棠","121.62080816","23.981349505","正常","無","無","10.14","15.9",,"2024-05-23 00:00:00","164.87","11.96"
"1527","花蓮港","52","花蓮港植栽第1區","1585","16","0346","瓊崖海棠","121.62082828","23.981360533","正常","無","無","13","42",,"2024-05-23 00:00:00","1474.87","45.19"
"1528","花蓮港","52","花蓮港植栽第1區","1586","17","0346","瓊崖海棠","121.62084639","23.981370336","正常","無","無","11.5","28.3",,"2024-05-23 00:00:00","592.35","25.75"
"1529","花蓮港","52","花蓮港植栽第1區","1587","18","0346","瓊崖海棠","121.62085946","23.981382589","正常","無","無","13","32",,"2024-05-23 00:00:00","856.16","33.37"
"1530","花蓮港","52","花蓮港植栽第1區","1588","19","0346","瓊崖海棠","121.62086583","23.981390247","正常","無","無","6.81","9.6",,"2024-05-23 00:00:00","40.36","4.61"
"1531","花蓮港","52","花蓮港植栽第1區","1589","20","0373","欖仁","121.62086986","23.981395149","正常","無","無","15.5","41.3",,"2024-05-23 00:00:00","1381.22","42.96"
"1532","花蓮港","52","花蓮港植栽第1區","1590","21","0346","瓊崖海棠","121.62088042","23.98140342","正常","無","無","13","41.1",,"2024-05-23 00:00:00","1412.33","44.12"
"1533","花蓮港","52","花蓮港植栽第1區","1591","22","0161","茄苳","121.62089131","23.981414141","正常","無","無","140.02","43.3",,"2024-05-23 00:00:00","15322","457.06"
"1534","花蓮港","52","花蓮港植栽第1區","1592","23","0346","瓊崖海棠","121.62090606","23.981422413","正常","無","無","12.5","34.2",,"2024-05-23 00:00:00","940.31","34.56"
"1535","花蓮港","52","花蓮港植栽第1區","1593","24","0346","瓊崖海棠","121.62092886","23.981442018","正常","無",,"12","39",,"2024-05-23 00:00:00","1173.87","38.41"
"1536","花蓮港","52","花蓮港植栽第1區","1594","25","0346","瓊崖海棠","121.62094462","23.98145274","正常","無","無","11.5","28.4",,"2024-05-23 00:00:00","596.55","25.84"
"1537","花蓮港","52","花蓮港植栽第1區","1595","26","0373","欖仁","121.62095284","23.981462828","正常","無","無","10.5","21.2",,"2024-05-23 00:00:00","246.54","13.85"
"1538","花蓮港","52","花蓮港植栽第1區","1596","27","0161","茄苳","121.62096407","23.981469282","正常","無","無","13.5","61",,"2024-05-23 00:00:00","2931.86","64.64"
"1539","花蓮港","52","花蓮港植栽第1區","1597","28","0373","欖仁","121.62097614","23.981477246","正常","無","無","13","32.5",,"2024-05-23 00:00:00","717.37","27.58"
"1540","花蓮港","52","花蓮港植栽第1區","1598","29","0346","瓊崖海棠","121.62098821","23.981484598","正常","無","無","11.5","21.6",,"2024-05-23 00:00:00","345.08","19.06"
"1541","花蓮港","52","花蓮港植栽第1區","1599","30","0346","瓊崖海棠","121.62099961","23.981492869","正常","無","無","12","404",,"2024-05-23 00:00:00","125966","526.71"
"1542","花蓮港","52","花蓮港植栽第1區","1600","31","0299","蒲葵","121.62101302","23.981460092","正常","無","無","5.62","18.1",,"2024-05-23 00:00:00","103.55","6.7"
"1543","臺北港","53","臺北港植栽第1區","1601","1","0118","肯氏南洋杉","121.39150528","25.150881686","正常","無","無","12","27.9",,"2024-05-24 00:00:00","472.82","20.81"
"1544","臺北港","53","臺北港植栽第1區","1602","2","0118","肯氏南洋杉","121.39151416","25.150883507","正常","無","無","7.2","18",,"2024-05-24 00:00:00","118.08","7.67"
"1545","臺北港","53","臺北港植栽第1區","1603","3","0118","肯氏南洋杉","121.39149941","25.150867725","正常","無","無","12","28",,"2024-05-24 00:00:00","476.22","20.89"
"1546","臺北港","53","臺北港植栽第1區","1604","4","0118","肯氏南洋杉","121.39149157","25.150863759","正常","無","無","12","26.2",,"2024-05-24 00:00:00","416.96","19.4"
"1547","臺北港","53","臺北港植栽第1區","1605","5","0268","榕樹","121.39148773","25.150859158","正常","無",,"5.18","19.9",,"2024-05-24 00:00:00","85.83","5.09"
"1548","臺北港","53","臺北港植栽第1區","1606","6","0118","肯氏南洋杉","121.39147027","25.150850167","正常","無",,"12","27.8",,"2024-05-24 00:00:00","469.44","20.72"
"1549","臺北港","53","臺北港植栽第1區","1607","7","0118","肯氏南洋杉","121.39146651","25.150847677","正常","無",,"12","24.6",,"2024-05-24 00:00:00","367.58","18.09"
"1550","基隆港","54","基隆港植栽第1區","1635","1","0028","小葉欖仁","121.74741178","25.146547177","正常","無","無","13.28","42.9",,"2024-05-27 00:00:00","1516.27","45.6"
"1551","基隆港","54","基隆港植栽第1區","1636","2","0028","小葉欖仁","121.74746543","25.146376002","正常","無",,"9.3","22.6",,"2024-05-27 00:00:00","294.69","15.63"
"1552","基隆港","54","基隆港植栽第1區","1637","3","0028","小葉欖仁","121.74746945","25.146340796","正常","無",,"9.46","33.8",,"2024-05-27 00:00:00","670.48","24.9"
"1553","基隆港","54","基隆港植栽第1區","1638","4","0028","小葉欖仁","121.74748688","25.146291022","正常","無","無","10.54","37",,"2024-05-27 00:00:00","895.18","30.68"
"1554","基隆港","54","基隆港植栽第1區","1639","5","0028","小葉欖仁","121.74748688","25.146260672","正常","無","無","13.6","30.6",,"2024-05-27 00:00:00","790.03","32.04"
"1555","基隆港","54","基隆港植栽第1區","1640","6","0028","小葉欖仁","121.74750432","25.146219396","正常","無","無","11.65","31",,"2024-05-27 00:00:00","694.57","27.84"
"1556","基隆港","54","基隆港植栽第1區","1641","7","0028","小葉欖仁","121.74752712","25.146161124","正常","無","無","11.65","36.5",,"2024-05-27 00:00:00","962.89","33.4"
"1557","基隆港","54","基隆港植栽第1區","1642","8","0028","小葉欖仁","121.74756735","25.146136844","正常","無","無","5.37","16.1",,"2024-05-27 00:00:00","86.36","6.19"
"1558","基隆港","54","基隆港植栽第1區","1643","9","0028","小葉欖仁","121.74752712","25.146095568","正常","無","無","9.77","28.5",,"2024-05-27 00:00:00","492.32","21.26"
"1559","基隆港","54","基隆港植栽第1區","1644","10","0028","小葉欖仁","121.74758411","25.146090712","正常","無",,"11.45","34.7",,"2024-05-27 00:00:00","855.32","31.03"
"1560","基隆港","54","基隆港植栽第1區","1645","11","0028","小葉欖仁","121.74758009","25.146005731","正常","無",,"12.5","31",,"2024-05-27 00:00:00","745.24","29.88"
"1561","基隆港","54","基隆港植栽第1區","1646","12","0028","小葉欖仁","121.74766391","25.145969311","正常","無",,"5.57","34.8",,"2024-05-27 00:00:00","418.48","15.15"
"1562","基隆港","54","基隆港植栽第1區","1647","13","0028","小葉欖仁","121.74764379","25.145928035","正常","無",,"9.23","35.7",,"2024-05-27 00:00:00","729.8","25.82"
"1563","基隆港","54","基隆港植栽第1區","1648","14","0028","小葉欖仁","121.74769878","25.145915895","正常","無","無","6.36","24.7",,"2024-05-27 00:00:00","240.72","11.81"
"1564","基隆港","54","基隆港植栽第1區","1649","15","0028","小葉欖仁","121.74766123","25.145879475","正常","無","無","9.31","29.7",,"2024-05-27 00:00:00","509.48","21.21"
"1565","基隆港","54","基隆港植栽第1區","1650","16","0028","小葉欖仁","121.74772962","25.145878261","正常","無","無","8.6","29.7",,"2024-05-27 00:00:00","470.63","19.59"
